request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,rider_declined,decision_time,chosen_operator_id,operator_id,vehicle_id,vehicle_id_cancelled_rq,pickup_time,dropoff_time,fare,modal_state,initial_expected_wait_time,last_wait_time,diffusion_cancelled,diffusion_decision_time,max_diff_dec_time_reached,last_diffusion_state_value,no_show_stat,diffusion_state_values
59,BasicRequest_no_show,1,33720,33720,199;-1;-1,1586;-1;-1,,,,,1311.4168787931208,14911.056845432999,0:t_wait:830.2823642896037;t_drive:1611.4168787931194;fare:1491,False,,0,0,5,,34312.78769916447,36133.71818176225,1491,0,,830.2823642896037,False,33736.15000000094,False,82.4852868577719,False,[]
61,BasicRequest_no_show,1,34140,34140,3511;-1;-1,3432;-1;-1,,,,,1401.6663748632006,16968.391302653003,0:t_wait:277.8777756447089;t_drive:1701.6663748631981;fare:1696,False,,0.0,0.0,0.0,,34381.95217163553,36176.33828508514,1696.0,0,,277.8777756447089,False,34146.20000000036,False,80.85519387538024,False,[]
74,BasicRequest_no_show,1,35280,35280,2317;-1;-1,3562;-1;-1,,,,,281.4706600980975,2096.70748711,0:t_wait:672.4946447855837;t_drive:581.4706600981008;fare:209,False,,0.0,0.0,10.0,,35711.2985463997,36178.04024637254,209.0,0,,672.4946447855837,False,35284.65000000027,False,82.95714523184037,False,[]
88,BasicRequest_no_show,1,36180,36180,428;-1;-1,2155;-1;-1,,,,,398.5182781156842,2275.68567137,0:t_wait:1098.935503822955;t_drive:698.5182781156836;fare:227,True,,,,,,,,,0,,,False,,False,,False,[]
89,BasicRequest_no_show,1,36180,36180,3562;-1;-1,1722;-1;-1,,,,,513.5096337766154,4220.7389901100005,0:t_wait:956.0847810415435;t_drive:813.5096337766154;fare:422,True,,,,,,,,,0,,,False,,False,,False,[]
69,BasicRequest_no_show,1,34920,34920,870;-1;-1,3562;-1;-1,,,,,416.88975923894077,3283.5870163,0:t_wait:1005.6883238861992;t_drive:716.8897592389403;fare:328,False,,0,0,3,,35786.50468595335,36407.2133464449,328,0,,1005.6883238861992,False,34950,True,7.18949993768093,False,[]
66,BasicRequest_no_show,1,34560,34560,1234;-1;-1,2122;-1;-1,,,,,730.3654817985525,4745.854966833,0:t_wait:984.295329616536;t_drive:1030.3654817985516;fare:474,False,,0,0,11,,35524.35881253018,36417.7255370139,474,0,,984.295329616536,False,34590,True,17.407645513464658,False,[]
90,BasicRequest_no_show,1,36480,36480,230;-1;-1,443;-1;-1,,,,,1185.2963988638624,10985.895871539999,0:t_wait:933.435757701991;t_drive:1485.2963988638658;fare:1098,True,,,,,,,,,0,,,False,,False,,False,[]
91,BasicRequest_no_show,1,36600,36600,2455;-1;-1,3475;-1;-1,,,,,646.9135948257851,4168.677767990999,0:t_wait:1259.1157635344935;t_drive:946.9135948257826;fare:416,True,,,,,,,,,0,,,False,,False,,False,[]
71,BasicRequest_no_show,1,35040,35040,2003;-1;-1,1736;-1;-1,,,,,971.642219501264,6794.23737483,0:t_wait:932.2510024263102;t_drive:1271.6422195012638;fare:679,False,,0,0,6,,35786.92519579679,36669.57256542514,679,0,,932.2510024263102,False,35067.70000000161,False,80.07632737340086,False,[]
97,BasicRequest_no_show,1,36900,36900,1060;-1;-1,427;-1;-1,,,,,632.8866014593236,4273.036437043,0:t_wait:1084.1163482529955;t_drive:932.8866014593223;fare:427,True,,,,,,,,,0,,,False,,False,,False,[]
100,BasicRequest_no_show,1,36900,36900,332;-1;-1,2311;-1;-1,,,,,632.7802977363468,3711.574672703,0:t_wait:946.3194676262428;t_drive:932.7802977363463;fare:371,True,,,,,,,,,0,,,False,,False,,False,[]
73,BasicRequest_no_show,1,35160,35160,749;-1;-1,2208;-1;-1,,,,,589.8980345088117,3073.5590208000003,0:t_wait:761.4714386761843;t_drive:889.898034508813;fare:307,False,,0,0.0,8.0,,36024.91766510389,36922.053765947574,307,0,,761.4714386761843,False,35190,True,48.20283392176998,False,[]
99,BasicRequest_no_show,1,36900,36900,2508;-1;-1,1587;-1;-1,,,,,1062.32530535438,8192.452293384,0:t_wait:1167.700748502437;t_drive:1362.3253053543813;fare:819,False,36930.0,0,,,,,,819,0,,1167.700748502437,True,36930,True,-19.945801209944932,False,[]
70,BasicRequest_no_show,1,34980,34980,2599;-1;-1,3691;-1;-1,,,,,913.87940802955,9080.518798509998,0:t_wait:834.9980996208178;t_drive:1213.8794080295484;fare:908,False,,0,0,7,,35842.94614485249,37009.86625557669,908,0,,834.9980996208178,False,34997.600000001024,False,81.01418342032244,False,[]
83,BasicRequest_no_show,1,35820,35820,3654;-1;-1,427;-1;-1,,,,,523.8946876118691,2723.863348169,0:t_wait:956.5211078395077;t_drive:823.8946876118716;fare:272,False,,0,0,10,,36603.78128589079,37181.89718697887,272,0,,956.5211078395077,False,35850,True,42.66382460811376,False,[]
104,BasicRequest_no_show,1,37260,37260,3117;-1;-1,1587;-1;-1,,,,,1099.084765319693,8204.225443313999,0:t_wait:1401.5792751612244;t_drive:1399.0847653196906;fare:820,True,,,,,,,,,0,,,False,,False,,False,[]
