rq_time,start,end,request_id,number_passenger,no_show_status,pudo_boarding_duration,pudo_alighting_duration,no_show_status_backup
23700,482,2313,0,1,FALSE,30.69091225,30,FALSE
25080,3683,1736,1,1,FALSE,196.5143814,30,FALSE
26940,578,2122,2,1,FALSE,1.433437352,30,FALSE
28080,3414,747,3,1,FALSE,11.29070129,30,FALSE
29460,1965,1587,4,1,FALSE,44.53372419,30,FALSE
29940,3349,2860,5,1,FALSE,30.51579273,30,FALSE
30060,1014,3665,6,1,FALSE,13.85306682,30,FALSE
30120,3873,1587,7,1,FALSE,383.8669435,30,FALSE
31020,275,3562,8,1,FALSE,103.7252654,30,FALSE
31620,1786,3475,9,1,FALSE,314.5499215,30,FALSE
31860,1587,1965,10,1,TRUE,27.76689967,30,TRUE
31920,1936,2311,11,1,FALSE,145.1070564,30,FALSE
32040,1390,4023,12,1,FALSE,76.25558231,30,FALSE
32100,3689,1587,13,1,FALSE,20.84988461,30,FALSE
34200,3816,2627,14,1,FALSE,20.78153266,30,FALSE
35400,338,1014,15,1,FALSE,680.2943169,30,FALSE
35400,2311,2439,16,1,FALSE,1.053571759,30,FALSE
35760,3475,519,17,1,FALSE,3.579001823,30,FALSE
35760,1716,1901,18,1,FALSE,229.51305,30,FALSE
35940,430,1282,19,1,TRUE,26.71597113,30,TRUE
37320,3970,1815,20,1,FALSE,243.0435041,30,FALSE
37500,1271,137,21,1,FALSE,69.92213634,30,FALSE
37740,3561,1587,22,1,FALSE,56.96820016,30,FALSE
38220,2513,2834,23,1,FALSE,55.90739975,30,FALSE
39060,1734,4068,24,1,FALSE,40.18360588,30,FALSE
41100,1767,1587,25,1,FALSE,177.4099637,30,FALSE
41580,3350,3417,26,1,FALSE,165.1273426,30,FALSE
41820,3474,744,27,3,FALSE,243.0980934,30,FALSE
42240,3572,3803,28,1,FALSE,15.52937417,30,FALSE
43200,2030,236,29,2,FALSE,53.69667303,30,FALSE
44640,3805,3397,30,1,FALSE,6.811771601,30,FALSE
45060,3477,744,31,3,FALSE,107.3674687,30,FALSE
45240,2356,749,32,1,FALSE,51.96426402,30,FALSE
46560,3350,292,33,1,FALSE,7.881073725,30,FALSE
47040,553,256,34,1,FALSE,114.7687535,30,FALSE
47340,1489,4068,35,1,FALSE,93.78033715,30,FALSE
47520,2181,427,36,1,FALSE,77.3324385,30,FALSE
47700,439,2301,37,1,FALSE,60.58586657,30,FALSE
48300,314,2122,38,1,FALSE,32.73052116,30,FALSE
48420,1235,54,39,1,TRUE,296.9899804,30,TRUE
49980,3971,735,40,1,FALSE,72.05458658,30,FALSE
51120,2170,3441,41,1,FALSE,4.844439752,30,FALSE
51120,3352,2356,42,2,FALSE,27.31098254,30,FALSE
51360,3661,793,43,1,FALSE,265.9133455,30,FALSE
51600,1013,3427,44,2,FALSE,262.685138,30,FALSE
51660,3450,240,45,1,FALSE,4.809027125,30,FALSE
52320,746,1587,46,1,FALSE,14.96499935,30,FALSE
52680,748,2122,47,2,FALSE,24.2891448,30,FALSE
52680,3417,1047,48,1,FALSE,65.43320015,30,FALSE
53100,2445,3970,49,1,FALSE,19.80759182,30,FALSE
53280,2131,427,50,1,FALSE,82.72370796,30,FALSE
54000,3802,3571,51,1,FALSE,66.29418821,30,FALSE
54000,3672,1281,52,1,FALSE,1.575199738,30,FALSE
54300,1013,3427,53,2,TRUE,366.8357213,30,TRUE
54420,173,240,54,1,FALSE,307.5816623,30,FALSE
54480,184,1518,55,1,FALSE,485.8258776,30,FALSE
54600,1736,2442,56,1,FALSE,28.90982912,30,FALSE
54900,1305,3196,57,1,FALSE,375.2066237,30,FALSE
56040,571,425,58,1,FALSE,55.73132325,30,FALSE
56400,1810,1587,59,1,FALSE,122.8186165,30,FALSE
56520,1282,867,60,1,FALSE,186.030414,30,FALSE
56760,359,2404,61,1,FALSE,52.41161003,30,FALSE
56760,3805,1517,62,1,FALSE,146.0752178,30,FALSE
57300,2734,129,63,1,FALSE,43.74941177,30,FALSE
57480,1135,3474,64,1,FALSE,2.167882184,30,FALSE
57900,427,351,65,1,FALSE,7.660358479,30,FALSE
58320,2238,1736,66,1,FALSE,4.256368108,30,FALSE
59220,3347,230,67,2,FALSE,73.44000935,30,FALSE
60360,793,3350,68,1,TRUE,19.95967615,30,TRUE
61020,230,3802,69,2,FALSE,1.542365262,30,FALSE
61440,1154,2877,70,1,FALSE,10.19742346,30,FALSE
61980,3416,2687,71,1,TRUE,70.69044827,30,TRUE
62940,1793,281,72,3,FALSE,117.5097445,30,FALSE
63120,3970,3816,73,1,FALSE,34.92026564,30,FALSE
63420,1037,2122,74,1,FALSE,6.817340561,30,FALSE
63960,2229,1587,75,1,FALSE,229.7215097,30,FALSE
64920,3421,1235,76,1,FALSE,48.03111183,30,FALSE
64980,3474,571,77,1,FALSE,37.10963682,30,FALSE
65040,2130,2513,78,1,FALSE,82.63164847,30,FALSE
65640,1206,2380,79,1,FALSE,92.63657179,30,FALSE
66840,3183,1276,80,1,FALSE,76.13556936,30,FALSE
67920,3119,1587,81,1,FALSE,28.72849416,30,FALSE
76500,3568,2181,82,1,FALSE,40.37330355,30,FALSE
79140,3771,3613,83,1,FALSE,5.09253159,30,FALSE
81060,2208,2404,84,1,TRUE,1.521434324,30,TRUE
57626,1936,2311,85,1,FALSE,30.69091225,30,FALSE
46422,230,3347,86,1,FALSE,196.5143814,30,FALSE
61995,2229,1587,87,1,FALSE,1.433437352,30,FALSE
55119,1282,867,88,1,FALSE,11.29070129,30,FALSE
30160,1390,4023,89,1,FALSE,44.53372419,30,FALSE
66834,1716,1901,90,1,FALSE,30.51579273,30,FALSE
57584,1282,430,91,1,FALSE,13.85306682,30,FALSE
58370,2122,578,92,1,FALSE,383.8669435,30,FALSE
31933,2687,3416,93,1,FALSE,103.7252654,30,FALSE
46531,4068,1734,94,1,FALSE,314.5499215,30,FALSE
43133,3427,1013,95,1,TRUE,27.76689967,30,TRUE
65071,1736,2238,96,1,FALSE,145.1070564,30,FALSE
54209,1235,3421,97,1,FALSE,76.25558231,30,FALSE
60559,3474,1135,98,1,FALSE,20.84988461,30,FALSE
46758,3568,2181,99,1,FALSE,20.78153266,30,FALSE
35939,1517,3805,100,1,TRUE,680.2943169,30,TRUE
51150,2445,3970,101,1,FALSE,1.053571759,30,FALSE
29429,2860,3349,102,1,FALSE,3.579001823,30,FALSE
60300,2122,314,103,1,FALSE,229.51305,30,FALSE
53161,3816,2627,104,1,FALSE,26.71597113,30,FALSE
57429,4068,1734,105,1,FALSE,243.0435041,30,FALSE
42223,1517,3805,106,1,FALSE,69.92213634,30,FALSE
66736,2311,2439,107,1,FALSE,56.96820016,30,FALSE
63306,240,173,108,1,FALSE,55.90739975,30,FALSE
57963,3562,275,109,1,FALSE,40.18360588,30,FALSE
35393,3350,292,110,1,FALSE,177.4099637,30,FALSE
47396,1736,2238,111,1,FALSE,165.1273426,30,FALSE
28013,230,3802,112,3,FALSE,243.0980934,30,FALSE
32341,1047,3417,113,1,FALSE,15.52937417,30,FALSE
54815,3661,793,114,2,FALSE,53.69667303,30,FALSE
56979,2130,2513,115,1,FALSE,6.811771601,30,FALSE
66866,1965,1587,116,3,FALSE,107.3674687,30,FALSE
41288,173,240,117,1,FALSE,51.96426402,30,FALSE
43018,744,3474,118,1,TRUE,17.30360985,30,TRUE
47287,1305,3196,119,1,FALSE,7.881073725,30,FALSE
34595,1736,3683,120,1,FALSE,114.7687535,30,FALSE
31904,1716,1901,121,1,FALSE,93.78033715,30,FALSE
47582,2238,1736,122,1,FALSE,77.3324385,30,FALSE
35871,2877,1154,123,1,FALSE,60.58586657,30,FALSE
54474,571,425,124,1,FALSE,32.73052116,30,FALSE
46015,571,3474,125,1,FALSE,296.9899804,30,FALSE
60722,2130,2513,126,1,FALSE,72.05458658,30,FALSE
55203,2208,2404,127,1,FALSE,4.844439752,30,FALSE
40080,1815,3970,128,2,FALSE,27.31098254,30,FALSE
60772,3873,1587,129,1,FALSE,265.9133455,30,FALSE
59380,3661,793,130,2,FALSE,262.685138,30,FALSE
43951,2122,748,131,1,FALSE,4.809027125,30,FALSE
38540,2445,3970,132,1,FALSE,14.96499935,30,FALSE
54620,1736,3683,133,2,FALSE,24.2891448,30,FALSE
31859,1716,1901,134,1,TRUE,65.43320015,30,TRUE
35501,1282,430,135,1,FALSE,19.80759182,30,FALSE
25913,3477,744,136,1,FALSE,82.72370796,30,FALSE
58308,2030,236,137,1,FALSE,66.29418821,30,FALSE
54418,1736,2238,138,1,FALSE,1.575199738,30,FALSE
55730,3816,3970,139,2,FALSE,366.8357213,30,FALSE
57939,2513,2834,140,1,FALSE,307.5816623,30,FALSE
46899,1786,3475,141,1,FALSE,485.8258776,30,FALSE
51648,1965,1587,142,1,FALSE,28.90982912,30,FALSE
31892,1587,1767,143,1,FALSE,375.2066237,30,FALSE
31705,2301,439,144,1,FALSE,55.73132325,30,FALSE
54314,3475,519,145,1,FALSE,122.8186165,30,FALSE
47501,3803,3572,146,1,FALSE,186.030414,30,FALSE
51307,1206,2380,147,1,FALSE,52.41161003,30,FALSE
57586,137,1271,148,1,FALSE,146.0752178,30,FALSE
53618,3683,1736,149,1,FALSE,43.74941177,30,FALSE
51073,3802,230,150,1,FALSE,2.167882184,30,FALSE
51359,3441,2170,151,1,FALSE,7.660358479,30,FALSE
39329,1936,2311,152,1,FALSE,4.256368108,30,FALSE
27441,3350,3417,153,2,TRUE,73.44000935,30,TRUE
46126,2122,578,154,1,FALSE,19.95967615,30,FALSE
35875,2860,3349,155,2,FALSE,1.542365262,30,FALSE
45264,1901,1716,156,1,FALSE,10.19742346,30,FALSE
61603,129,2734,157,1,TRUE,70.69044827,30,TRUE
35783,3562,275,158,3,FALSE,117.5097445,30,FALSE
29243,1936,2311,159,1,FALSE,34.92026564,30,FALSE
38160,3441,2170,160,1,FALSE,6.817340561,30,FALSE
38992,1013,3427,161,1,FALSE,229.7215097,30,FALSE
54355,256,553,162,1,FALSE,48.03111183,30,FALSE
51143,2122,748,163,1,FALSE,37.10963682,30,FALSE
58056,1390,4023,164,1,FALSE,82.63164847,30,FALSE
54317,1282,430,165,1,FALSE,92.63657179,30,FALSE
45140,3816,2627,166,1,FALSE,76.13556936,30,FALSE
59836,2442,1736,167,1,FALSE,28.72849416,30,FALSE
33377,3477,744,168,1,FALSE,40.37330355,30,FALSE
26738,3970,1815,169,1,FALSE,5.09253159,30,FALSE
30013,359,2404,170,1,FALSE,1.521434324,30,FALSE
56402,230,3347,171,1,TRUE,30.69091225,30,TRUE
47244,1281,3672,172,1,FALSE,196.5143814,30,FALSE
32726,1587,3119,173,1,FALSE,1.433437352,30,FALSE
48587,1786,3475,174,1,FALSE,11.29070129,30,FALSE
32173,281,1793,175,1,FALSE,44.53372419,30,FALSE
55095,3562,275,176,1,FALSE,30.51579273,30,FALSE
46702,427,2181,177,1,FALSE,13.85306682,30,FALSE
43348,735,3971,178,1,FALSE,383.8669435,30,FALSE
39265,1587,3873,179,1,FALSE,103.7252654,30,FALSE
53133,3562,275,180,1,FALSE,314.5499215,30,FALSE
42070,2356,3352,181,1,TRUE,27.76689967,30,TRUE
30075,1235,54,182,1,FALSE,145.1070564,30,FALSE
31540,3613,3771,183,1,FALSE,76.25558231,30,FALSE
66088,3562,275,184,1,FALSE,20.84988461,30,FALSE
63993,3805,3397,185,1,FALSE,20.78153266,30,FALSE
55429,3572,3803,186,1,FALSE,680.2943169,30,FALSE
37590,2301,439,187,1,FALSE,1.053571759,30,FALSE
66863,338,1014,188,1,FALSE,3.579001823,30,FALSE
58131,3568,2181,189,1,FALSE,229.51305,30,FALSE
56370,571,425,190,1,FALSE,26.71597113,30,FALSE
46531,2208,2404,191,1,FALSE,243.0435041,30,FALSE
37795,3802,3571,192,1,FALSE,69.92213634,30,FALSE
30484,1736,2238,193,1,FALSE,56.96820016,30,FALSE
63894,2442,1736,194,1,FALSE,55.90739975,30,FALSE
46906,1810,1587,195,1,FALSE,40.18360588,30,FALSE
35685,338,1014,196,1,FALSE,177.4099637,30,FALSE
39476,1815,3970,197,1,FALSE,165.1273426,30,FALSE
51621,137,1271,198,3,TRUE,243.0980934,30,TRUE
34323,748,2122,199,1,FALSE,15.52937417,30,FALSE
61841,2380,1206,200,2,FALSE,53.69667303,30,FALSE
57582,3873,1587,201,1,FALSE,6.811771601,30,FALSE
56491,430,1282,202,3,FALSE,107.3674687,30,FALSE
45966,3672,1281,203,1,FALSE,51.96426402,30,FALSE
53265,3352,2356,204,1,FALSE,17.30360985,30,FALSE
51727,3568,2181,205,1,FALSE,7.881073725,30,FALSE
54029,3970,1815,206,1,FALSE,114.7687535,30,FALSE
30244,3572,3803,207,1,FALSE,93.78033715,30,FALSE
45253,3816,2627,208,1,FALSE,77.3324385,30,FALSE
28122,439,2301,209,1,FALSE,60.58586657,30,FALSE
48485,519,3475,210,1,FALSE,32.73052116,30,FALSE
41220,2208,2404,211,1,FALSE,296.9899804,30,FALSE
31962,2404,2208,212,1,FALSE,72.05458658,30,FALSE
31056,3771,3613,213,1,TRUE,4.844439752,30,TRUE
51949,3970,1815,214,2,FALSE,27.31098254,30,FALSE
33624,2356,3352,215,1,FALSE,265.9133455,30,FALSE
